,C factor
257,0.01294868076506893
258,0.02230851715686275
259,0.006912574016022291
260,0.009610294117647059
261,0.01842933764210332
262,0.022701788748716985
263,0.012401498779040688
264,0.020609695823056613
265,0.008423861040439662
266,0.012171390941025104
267,0.03834581470385837
268,0.025678079274209394
269,0.028218094701290778
270,0.038077780346657604
271,0.02755513059969644
272,0.038089940905368845
273,0.04502352023286969
274,0.06347297874297565
275,0.03076906095908703
276,0.027864977725119464
277,0.02363676584089581
278,0.031407354128892596
279,0.040702370502924703
280,0.049838115219388544
281,0.02430198196676723
282,0.031122992741834127
283,0.022354217565944315
284,0.029477459246906947
285,0.1576296513005163
286,0.04806628942442701
287,0.1428950070961875
288,0.6148921120718369
289,1.1262596153846154
290,0.007127052758149265
291,0.027397538067315767
292,0.09636927811877104
293,0.6625166666666666
294,0.6002461773473899
295,0.006081196581196581
296,0.0109545159657331
297,0.014337779101920719
298,0.048855415668098416
299,0.01413691215003846
300,0.313010570210414
301,0.010537585826487368
302,0.010287662657187063
303,0.006279069767441861
304,0.008604497354497356
305,0.008652777777777778
306,0.006657738095238095
307,0.006421609579504316
308,0.013397156122559015
309,0.009781096769407664
310,0.013662085142468307
311,0.030567003385629406
312,0.09328057828494501
313,0.019681339220499982
314,0.014939144539123091
315,0.1648520594752509
316,0.0749306835407427
317,0.3398619796266855
318,0.008264367816091954
319,0.04436515270648399
320,0.010881713663343244
321,0.048578843400587095
322,0.016632491996729108
323,0.012278011176552637
324,0.044327251041978544
325,0.04750328790160213
326,0.025991064115244503
327,0.04210619623839908
328,0.015004014686019747
329,0.009806446705823304
330,0.011865653938637503
331,0.02288844901112017
332,0.026687401830432354
333,0.02115279473102154
334,0.016741395880503347
335,0.0302646645021645
336,0.024712659900072056
337,0.029371492698996284
338,0.015657906648719813
339,0.03210416666666666
340,0.047290881549238925
341,0.048110695018062304
342,0.02366002671477785
343,0.015949847440684253
344,0.07998634990615518
345,0.032521402063950294
346,0.042792519405858875
347,0.041268138206898335
348,0.060081781110826384
349,0.011017928018657731
350,0.04112926301909598
351,0.04316915207893955
352,0.049428636609839614
353,0.0057712121212121215
354,0.00922913143501379
355,0.07370914073275392
356,0.055420681047852804
357,0.1336632024145682
358,0.07012620718176503
359,0.028348402742152744
360,0.029727903301030152
361,0.17026857547987925
362,0.5455804767757517
363,0.04658100275099658
364,0.04349812222551242
365,0.03853848907251515
366,0.15594129034576878
367,0.2371901951439432
368,0.2578116009109498
369,0.02175683545799092
370,0.07268779364150124
371,0.020841860812795238
372,0.014968027700219797
373,0.01496442521133613
374,0.021602514929370868
375,0.013690969441007235
376,0.02898436786993039
377,0.012594702594702595
378,0.012503068112443115
379,0.009253812636165577
380,0.0083473962684489
381,0.01875420453928443
382,0.0271118223279988
383,0.036139531050208645
384,0.06574046260102921
385,0.011836229894602071
386,0.016283451482197158
387,0.011118368088968333
388,0.012715622510714864
389,0.040536715322790316
390,0.08396544841789248
391,0.020965244856799885
392,0.35987822871689257
393,0.4168929366685945
394,0.010488163199895524
395,0.006823144853136012
396,0.00800158968384342
397,0.025474993695581934
398,0.06569703726427334
399,0.07982316077035219
400,0.014254807430026514
401,0.017504485017633513
402,0.02040640298946941
403,0.015000975815147777
404,0.016838860380976824
405,0.0067242063492063495
406,0.13938788137553962
407,0.05138395200240035
408,0.009114160073642833
409,0.008460702614379085
410,0.027363606807062825
411,0.03197620174288891
412,0.026147458582693645
413,0.06155025297500995
414,0.026734012360592835
415,0.02652506506965847
416,0.01940883918467081
417,0.01652434618160945
418,0.029675567884405937
419,0.009461480305964508
420,0.012425572310301817
421,0.01844516085575144
422,0.03327379402197832
423,0.02084370536219535
424,0.027275215200127968
425,0.020804247142535242
426,0.035711091640024326
427,0.028712180154804836
428,0.008279070576121268
429,0.007373292859403972
430,0.05440525726346622
431,0.038177804553774175
432,0.11098355091276937
433,0.2079806133231302
434,0.13433899411996308
435,0.0951888100560503
436,0.273911863389595
437,0.26777213083775103
438,0.13874435598316265
439,0.012532403545683569
440,0.023196569095065334
441,0.008656869446343132
442,0.00737412800477816
443,0.019313080329255675
444,0.026958047945222958
445,0.03497296672263672
446,0.4356842266586372
447,0.024643362886676713
448,0.11689501099359206
449,0.13712651202412288
450,0.07533586434251328
451,0.030467269439352226
452,0.018134153378631612
453,0.013815724355010071
454,0.014644911014914875
455,0.026847541555255587
456,0.01473078788854139
457,0.011999886675854405
458,0.01270544493806052
459,0.009888376496625495
460,0.030353673827237044
461,0.02880569906314875
462,0.021649171375591386
463,0.02059173045579133
464,0.014597941736341364
465,0.009360350196042023
466,0.012488700138712287
467,0.010454529067519267
468,0.017764679635148824
469,0.007276016789694602
470,0.012856612150041122
471,0.01319851234771403
472,0.012261009516518123
473,0.009281563293703974
474,0.009695870048217443
475,0.012736778857266618
476,0.018773671911223574
477,0.09324632954206265
478,0.036695970451163774
479,0.014911250159484812
480,0.025979446021425892
481,0.04679420488163634
482,0.06012960556101551
483,0.04989030342392017
484,0.014103456744109576
485,0.015559041897570774
486,0.010522553650723942
487,0.00951368538868539
488,0.005
489,0.03216437070898983
490,0.012579078976177124
491,0.032308534047741984
492,0.024450821201753768
493,0.00948050891991173
494,0.014458167052860868
495,0.010494568501428256
496,0.01103328101991785
497,0.01805483796660267
498,0.006548096001221001
499,0.013833138347561426
500,0.01058841909270831
501,0.02009730166788974
502,0.0071484473328429455
503,0.010038651699178017
504,0.009681156232731438
505,0.010550440843884254
506,0.012352282375633768
507,0.026432392975136325
508,0.009409985727227841
509,0.017025585710194576
510,0.054493491998132804
511,0.020158064472310815
512,0.015036020070081323
513,0.03641435662513747
514,0.020464762017532646
515,0.01723279284566259
516,0.01742860844538805
517,0.04834423496938101
518,0.013532845345295193
519,0.014947728884205858
520,0.013261616015448304
521,0.01526321343553715
522,0.020000900322294044
523,0.030969139821782544
524,0.026745058981071147
525,0.024259396917119855
526,0.014919726260037205
527,0.025526450882551684
528,0.029661090006484737
529,0.02510352605921796
530,0.02782433272192351
531,0.03268369587857153
532,0.018417543356380253
533,0.05771267595953294
534,0.1067564306785182
535,0.02152068475212272
536,0.011245551062013304
537,0.014424949536309956
