,Cstar factor
463,0.08191176470588235
464,0.054680851063829784
465,0.0437037037037037
466,0.06290697674418605
467,0.04191666666666667
468,0.15972222222222224
469,0.02125
470,0.07833333333333334
471,0.03318181818181818
472,0.026458333333333337
473,0.030156250000000002
474,0.04779069767441861
475,0.06767857142857144
476,0.15972222222222224
477,2.735
478,0.64125
479,0.06325581395348837
480,0.09433333333333331
481,0.64625
482,0.8550000000000001
483,0.5959999999999999
484,0.06464285714285714
485,0.09433333333333331
486,0.04907407407407408
487,0.022666666666666672
488,0.005
489,0.15000000000000002
490,0.045937500000000006
491,0.10574074074074075
492,0.05865853658536585
493,0.018035714285714287
494,0.04155172413793104
495,0.038783783783783776
496,0.02426470588235294
497,0.07243243243243241
498,0.008203125000000002
499,0.05302083333333333
500,0.05245098039215686
501,0.20857142857142855
502,0.013571428571428571
503,0.02
504,0.014333333333333335
505,0.030156250000000002
506,0.04779069767441861
507,0.20857142857142855
508,0.03826923076923077
509,0.1191176470588235
510,0.7200000000000001
511,0.12409090909090909
512,0.05094339622641509
513,0.567
514,0.07243243243243241
515,0.0710810810810811
516,0.10574074074074075
517,0.5959999999999999
518,0.055625
519,0.056547619047619055
520,0.05865853658536585
521,0.12300000000000003
522,0.15000000000000002
523,0.21166666666666664
524,0.22666666666666668
525,0.31
526,0.1276315789473684
527,0.2568181818181818
528,0.21199999999999997
529,0.1577777777777778
530,0.20400000000000001
531,0.64625
532,0.09021739130434779
533,0.8550000000000001
534,2.735
535,0.11476190476190475
536,0.050322580645161284
537,0.0894
